brand,sku,product_name,section,subcategory,finish,source_image,new_image,new_filename
Aria Pro II,313-BB-DETROIT,313-BB-Detroit,Fretted Instruments,Bass Guitars,Bourbon Barrel,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/313bb_bb_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-bb-detroit_bourbon-barrel.png,aria-pro-ii_313-bb-detroit_bourbon-barrel.png
Aria Pro II,313-BB/5-DETROIT,313-BB-Detroit 5 String,Fretted Instruments,Bass Guitars,Bourbon Barrel,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/313bb_5_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-bb-5-detroit_bourbon-barrel.png,aria-pro-ii_313-bb-5-detroit_bourbon-barrel.png
Aria Pro II,313-JP-DETROIT (FRETLESS),313 JP,Fretted Instruments,Bass Guitars,Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/313jp-front.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-jp-detroit-fretless_sunburst.jpeg,aria-pro-ii_313-jp-detroit-fretless_sunburst.jpeg
Aria Pro II,SB-ONE,SB-ONE,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/sb_one_bk_product_1800x1800.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_sb-one_black.jpg,aria-pro-ii_sb-one_black.jpg
Aria Pro II,SB-ONE,SB-ONE,Fretted Instruments,Bass Guitars,Candy Apple Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/sb_one_ca_product_1800x1800.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_sb-one_candy-apple-red.jpg,aria-pro-ii_sb-one_candy-apple-red.jpg
Aria Pro II,SB-ONE,SB-ONE,Fretted Instruments,Bass Guitars,Silver,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/sb_one_slv_product_1800x1800.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_sb-one_silver.jpg,aria-pro-ii_sb-one_silver.jpg
Aria Pro II,SB-700,SB-700 Gold Wing,Fretted Instruments,Bass Guitars,Gold Wing,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/gold wing no bg.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_sb-700_gold-wing.png,aria-pro-ii_sb-700_gold-wing.png
Pignose,PGG-200,PGG-200,Fretted Instruments,Electric Guitars,Brown Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/PGG-200_BS.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200_brown-sunburst.png,pignose_pgg-200_brown-sunburst.png
Pignose,PGG-200,PGG-200,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/PGG-200_BK.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200_black.png,pignose_pgg-200_black.png
Pignose,PGG-200,PGG-200,Fretted Instruments,Electric Guitars,Candy Apple Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/PGG-200-CA.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200_candy-apple-red.png,pignose_pgg-200_candy-apple-red.png
Pignose,PGG-200,PGG-200,Fretted Instruments,Electric Guitars,Metallic Blue,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/PGG-200_mbl_Pignose.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200_metallic-blue.png,pignose_pgg-200_metallic-blue.png
Pignose,PGG-200PL,PGG-200PL,Fretted Instruments,Electric Guitars,Pink Paisley,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/pgg200pl_pkpl_Pignose_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200pl_pink-paisley.png,pignose_pgg-200pl_pink-paisley.png
Pignose,PGG-200PL,PGG-200PL,Fretted Instruments,Electric Guitars,Blue Paisley,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/pgg200pl_blpl_Pignose_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200pl_blue-paisley.png,pignose_pgg-200pl_blue-paisley.png
Pignose,PGG-200PL,PGG-200PL,Fretted Instruments,Electric Guitars,Black Paisley,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/pgg200pl_bkpl_Pignose_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200pl_black-paisley.png,pignose_pgg-200pl_black-paisley.png
Pignose,PGG-259,PGG-259,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/pgg259_bk_Pignose_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-259_black.png,pignose_pgg-259_black.png
Pignose,PGG-259,PGG-259,Fretted Instruments,Electric Guitars,White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/pgg259_wh_Pignose_product_1800x1800 (1).png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-259_white.png,pignose_pgg-259_white.png
Pignose,PGG-200V,PGG-200V,Fretted Instruments,Electric Guitars,Brown Sunburst,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/PGG-200_BS.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200v_brown-sunburst.png,pignose_pgg-200v_brown-sunburst.png
Pignose,PGB-200,PGB-200,Fretted Instruments,Bass Guitars,Brown Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/PGB-200_bs_Pignose.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgb-200_brown-sunburst.png,pignose_pgb-200_brown-sunburst.png
Bamboo,U23-VIO-BK,Black Violin Concert,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/ViolinConcertBlack.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u23-vio-bk_default.png,bamboo_u23-vio-bk_default.png
Bamboo,U23-VIO-BK-Q,Black Violin Concert EQ,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/ViolinConcertBlack.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u23-vio-bk-q_default.png,bamboo_u23-vio-bk-q_default.png
Bamboo,U23-LATIN,Latin Concert,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Latin_Concert_Ukulele.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u23-latin_default.jpg,bamboo_u23-latin_default.jpg
Bamboo,U23-PASSION,Passion Concert,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/U-21-Passion-1-scaled.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u23-passion_default.png,bamboo_u23-passion_default.png
Bamboo,U23-VIO-SB,Sunburt violin Concert,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/U-23-VIO-SB.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u23-vio-sb_default.png,bamboo_u23-vio-sb_default.png
Bamboo,U23-VIO-SB-Q,SB violin Concert EQ,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/U-23-VIO-SB.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u23-vio-sb-q_default.png,bamboo_u23-vio-sb-q_default.png
Bamboo,U23-ROCK&ROSES,Rock & Roses Concert,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Flower&RollBamboo.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u23-rock-and-roses_default.jpeg,bamboo_u23-rock-and-roses_default.jpeg
Bamboo,U23-FAIRY,The Fairy concert,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/U23-THE-FAIRY-CONCERT-Bamboo.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u23-fairy_default.png,bamboo_u23-fairy_default.png
Bamboo,U26-NT,Natural Classic Tenor,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/U26-NTQ-NATURAL-CLASSIC-TENOR-EQ-Bamboo.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u26-nt_default.png,bamboo_u26-nt_default.png
Bamboo,U26-NTQ,Natural Classic Tenor Eq,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/U26-NTQ-NATURAL-CLASSIC-TENOR-EQ-Bamboo.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u26-ntq_default.png,bamboo_u26-ntq_default.png
Bamboo,U-30-SAPELE-Q,Sapele Baritone,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/U-30 SAPELE.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_u-30-sapele-q_default.png,bamboo_u-30-sapele-q_default.png
Bamboo,GUITARLELE,Guitarele Sapele,Fretted Instruments,Acoustic Guitars,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/GUITARLELE.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_guitarlele_default.png,bamboo_guitarlele_default.png
Bamboo,GC36-FELINE,Feline Travel Guitar,Fretted Instruments,Acoustic Guitars,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/GCI-36-PANTHER_1.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_gc36-feline_default.png,bamboo_gc36-feline_default.png
Bamboo,GC39-PRO-SLIM-Q,Slim Guitar Fishman,Fretted Instruments,Acoustic Guitars,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/GC-39 PRO SLIM Q.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_gc39-pro-slim-q_default.png,bamboo_gc39-pro-slim-q_default.png
Bamboo,GC36-CARAMELLE,Caramelle Acoustic,Fretted Instruments,Acoustic Guitars,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/GC-36-CARAMELLE.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_gc36-caramelle_default.png,bamboo_gc36-caramelle_default.png
Bamboo,GA38-ROCKANDROSES,R&R Acoustic Eq,Fretted Instruments,Acoustic Guitars,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/GA-38-ROCK&ROSES.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/bamboo_ga38-rockandroses_default.png,bamboo_ga38-rockandroses_default.png
Twisted Wood,RR-200C,Rock Roots Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/RR-200-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_rr-200c_default.png,twisted-wood_rr-200c_default.png
Twisted Wood,RR-200T,Rock Roots Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/RR-200-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_rr-200t_default.png,twisted-wood_rr-200t_default.png
Twisted Wood,KO-1000C,KO-1000 Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/KO-1000-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_ko-1000c_default.png,twisted-wood_ko-1000c_default.png
Twisted Wood,KO-1000T,KO-1000 Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/KO-1000-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_ko-1000t_default.png,twisted-wood_ko-1000t_default.png
Twisted Wood,EM-0600C,Ember Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/EM-0600-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_em-0600c_default.png,twisted-wood_em-0600c_default.png
Twisted Wood,EM-0600T,Ember Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/EM-0600-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_em-0600t_default.png,twisted-wood_em-0600t_default.png
Twisted Wood,PI-100S,Pioneer Soprano Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/PI-100-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_pi-100s_default.png,twisted-wood_pi-100s_default.png
Twisted Wood,PI-100C,Pioneer Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/PI-100-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_pi-100c_default.png,twisted-wood_pi-100c_default.png
Twisted Wood,PI-100T,Pioneer Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/PI-100-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_pi-100t_default.png,twisted-wood_pi-100t_default.png
Twisted Wood,RF-130S,Redford Soprano Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/RF-130-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_rf-130s_default.png,twisted-wood_rf-130s_default.png
Twisted Wood,RF-130C,Redford Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/RF-130-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_rf-130c_default.png,twisted-wood_rf-130c_default.png
Twisted Wood,RF-130T,Redford Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/RF-130-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_rf-130t_default.png,twisted-wood_rf-130t_default.png
Twisted Wood,BL-150S,Bluford Soprano Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/BL-150-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_bl-150s_default.png,twisted-wood_bl-150s_default.png
Twisted Wood,BL-150C,Bluford Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/BL-150-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_bl-150c_default.png,twisted-wood_bl-150c_default.png
Twisted Wood,BL-150T,Bluford Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/BL-150-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_bl-150t_default.png,twisted-wood_bl-150t_default.png
Twisted Wood,TO-100S,Twisted Original Soprano Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/TO-100-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_to-100s_default.png,twisted-wood_to-100s_default.png
Twisted Wood,TO-100C,Twisted Original Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/TO-100-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_to-100c_default.png,twisted-wood_to-100c_default.png
Twisted Wood,TO-100T,Twisted Original Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/TO-100-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_to-100t_default.png,twisted-wood_to-100t_default.png
Twisted Wood,AR-800S,Aurora Soprano Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/AR-800-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_ar-800s_default.png,twisted-wood_ar-800s_default.png
Twisted Wood,AR-800C,Aurora Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/AR-800-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_ar-800c_default.png,twisted-wood_ar-800c_default.png
Twisted Wood,AR-800T,Aurora Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/AR-800-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_ar-800t_default.png,twisted-wood_ar-800t_default.png
Twisted Wood,SE-900C,Sierra Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/SE-900-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_se-900c_default.png,twisted-wood_se-900c_default.png
Twisted Wood,SE-900T,Sierra Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/SE-900-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_se-900t_default.png,twisted-wood_se-900t_default.png
Twisted Wood,SW-700C,Switchback Concert Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/SW-700-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_sw-700c_default.png,twisted-wood_sw-700c_default.png
Twisted Wood,SW-700T,Switchback Tenor Ukulele,Fretted Instruments,Ukuleles,Default,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/twisted-wood/SW-700-upright.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/twisted-wood_sw-700t_default.png,twisted-wood_sw-700t_default.png
Don Jose,DJ-C700-NT,Puerto Rican Cuatro,Fretted Instruments,Folk Instruments,Default,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/Don Jose DJ-C700EQ-NT.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/don-jose_dj-c700-nt_default.png,don-jose_dj-c700-nt_default.png
Don Jose,DJ-C700EQ-NT,Puerto Rican Cuatro EQ,Fretted Instruments,Folk Instruments,Default,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/Don Jose DJ-C700EQ-NT.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/don-jose_dj-c700eq-nt_default.png,don-jose_dj-c700eq-nt_default.png
Cascha,HH2078,Guitar w/ Bag & Picks,Fretted Instruments,Classical & Student Instruments,Default,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/hh2079.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/cascha_hh2078_default.png,cascha_hh2078_default.png
Flinthill,FHB-55,5 String Banjo,Fretted Instruments,Banjos,Default,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/Flinthill FHB-55 banjo.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/flinthill_fhb-55_default.png,flinthill_fhb-55_default.png
Applecreek,ACD100K,Standard Dulcimer & Case,Fretted Instruments,Dulcimers,Default,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/ACD100.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/applecreek_acd100k_default.jpg,applecreek_acd100k_default.jpg
Applecreek,ACD150K,Deluxe Spruce Dulcimer & Case,Fretted Instruments,Dulcimers,Default,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/AC150K-Sm.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/applecreek_acd150k_default.png,applecreek_acd150k_default.png
Applecreek,ACD200K,Solid Cherry Dulcimer & Case,Fretted Instruments,Dulcimers,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/AC200K.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/applecreek_acd200k_default.jpg,applecreek_acd200k_default.jpg
Lee Oskar,1910N,Natural Minor,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/1910n-natural-minor.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/lee-oskar_1910n_default.png",lee-oskar_1910n_default.png
Lee Oskar,1910,Major Diatonic,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/1910-major-diatonic.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/lee-oskar_1910_default.png",lee-oskar_1910_default.png
Lee Oskar,1910H,Harmonic Minor,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/1910h-harmonic-minor.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/lee-oskar_1910h_default.png",lee-oskar_1910h_default.png
Lee Oskar,LOHP,Harmonica Case,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/reed-plate.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/lee-oskar_lohp_default.png",lee-oskar_lohp_default.png
Lee Oskar,LO10HH,Harmonica Holder,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/lohp-harmonica-case.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/lee-oskar_lo10hh_default.png",lee-oskar_lo10hh_default.png
Lee Oskar,RPM,Reed Plates,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/reed-plate.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/lee-oskar_rpm_default.png",lee-oskar_rpm_default.png
Fender,990701001,Blues Deluxe Harmonica,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/blues-deluxe-harmonicas.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/fender_990701001_default.png",fender_990701001_default.png
Fender,990701002,Blues Deluxe Harmonica,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/blues-deluxe-harmonicas.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/fender_990701002_default.png",fender_990701002_default.png
Fender,990701049,7-PACK BD Harmonicas,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/harm-fender.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/fender_990701049_default.png",fender_990701049_default.png
Hohner,HPN5,HPN5 Harp Case,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/hohner-hpn5.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/hohner_hpn5_default.png",hohner_hpn5_default.png
OnStage,OSIHH1020,Harmonica Holder,"Harmonicas, Books & Novelties",Harmonicas & Accessories,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/hohner-hpn5.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/onstage_osihh1020_default.png",onstage_osihh1020_default.png
Hal Leonard,697313,Guitar Method,"Harmonicas, Books & Novelties",Method Books,Default,/Users/lpdmusic/Documents/New project/harmbooks-normalized-sample/guitar-method-1.png,"/Users/lpdmusic/Documents/New project/Photos/Harmonicas, Books & Novelties/hal-leonard_697313_default.png",hal-leonard_697313_default.png
